provider_id,npi,first_name,last_name,full_name,specialty,phone,email,address,city,state,zip_code,license_number,license_state,license_expiry,board_certified,accepting_new_patients,years_in_practice,medical_school,graduation_year,hospital_affiliations,languages,data_quality_issue,last_updated,record_status,has_pdf_documents
155,2549994388,Christopher,Thomas,Dr. Christopher Thomas,Family Medicine,(891)921-5353x9613,christopher.thomas@hubbard-miranda.org,657 Archer Pass Suite 271,West Tracybury,NC,82862,CA581300,FL,2027-05-09,True,False,27,Johnson Ltd Medical School,2011,Greer Group Hospital,"Chinese, French",,2024-07-20,active,False
156,8673140846,Erika,Stanton,Dr. Erika Stanton,Internal Medicine,(695)924-9911x8773,erika.stanton@wagner-daniels.net,61675 Ramos Camp,East Angelaport,TX,93045,NY677672,GA,2026-09-01,False,True,8,Henry and Sons Medical School,1997,Baldwin-Freeman Hospital,"Arabic, Hindi",,2024-04-02,active,False
157,4424891571,Daniel,Leonard,Dr. Daniel Leonard,Internal Medicine,+1-888-797-7828x06479,daniel.leonard@flores-johnson.com,5905 Davis Key,Robertton,GA,87171,PA600847,NY,2027-10-24,False,True,1,Wright Ltd Medical School,1991,Watkins-Lozano Hospital,Spanish,Provider may have relocated,2024-01-31,active,False
158,4627474679,Cameron,Torres,Dr. Cameron Torres,Psychiatry,863.651.4846x8536,cameron.torres@hudson-morris.com,35785 Christina Lakes Suite 371,West Joseph,MI,39471,CA244257,OH,2028-01-22,False,True,20,"Morales, Perez and Newton Medical School",2020,"Robbins PLC Hospital, Vargas LLC Hospital, Knight PLC Hospital","Hindi, Spanish, French",Phone may be outdated,2023-12-03,active,False
159,1039723902,Colleen,Chavez,Dr. Colleen Chavez,Obstetrics & Gynecology,001-282-508-2973x74896,colleen.chavez@ford-allen.com,5136 Colon Rue Apt. 493,Allenberg,PA,25655,NC591412,IL,2027-12-20,False,False,19,Sanchez LLC Medical School,1986,"Washington-Esparza Hospital, Lucas-Johnson Hospital",Hindi,,2025-05-23,active,True
160,2283444788,Erik,Taylor,Dr. Erik Taylor,Family Medicine,923-747-6490,erik.taylor@powers-blackwell.biz,19818 Crawford Course,New David,FL,41580,GA577214,FL,2027-12-06,False,False,27,Collier-Mclaughlin Medical School,2015,"Manning, Walls and Robinson Hospital","French, Hindi",Phone may be outdated,2024-01-19,active,True
161,6394146550,Holly,Rodriguez,Dr. Holly Rodriguez,Dermatology,+1-667-234-2575,holly.rodriguez@rasmussen.com,8645 Amanda Freeway,Pricefurt,FL,33994,GA837883,NC,2026-02-09,True,False,15,Davis-Carson Medical School,1990,"Evans and Sons Hospital, Welch-Suarez Hospital, Sullivan, Johnson and Delacruz Hospital","Chinese, Arabic, Spanish",Specialty verification needed,2024-01-29,active,False
162,6083646181,Madeline,Shepard,Dr. Madeline Shepard,Radiology,765.961.2481x5698,madeline.shepard@johnson.info,63459 Daniel Gateway,Port Brooke,GA,54281,NY373839,OH,2024-11-02,False,True,18,Hayes-Russo Medical School,1997,"Green Ltd Hospital, Serrano, Marsh and Gonzalez Hospital, Richardson-Long Hospital","Arabic, French",License may be expired,2024-02-28,active,False
163,6193819320,Nicholas,Davenport,Dr. Nicholas Davenport,Psychiatry,001-530-608-9317,old_jessica36@example.org,15291 Jennifer Mews Suite 713,East Sophia,NC,35392,FL481385,PA,2026-01-02,False,False,9,Francis-Reyes Medical School,1987,Gates-Greene Hospital,"English, Chinese",Email may be inactive,2025-04-03,active,False
164,1478115371,Ricky,Thomas,Dr. Ricky Thomas,Anesthesiology,743-897-3597x1072,ricky.thomas@lewis.org,18005 Thomas Knoll Apt. 048,Turnerfurt,CA,88484,CA292507,TX,2026-09-12,False,True,19,Anderson-Mcclain Medical School,2017,"Carpenter LLC Hospital, Gordon LLC Hospital, Anderson-Stewart Hospital","English, French, Spanish",,2024-10-27,active,False
165,4928193758,Alyssa,Thomas,Dr. Alyssa Thomas,Pulmonology,650-627-4564,alyssa.thomas@edwards.info,703 Brian Falls,South Jorgemouth,GA,57704,OH908927,NC,2028-05-07,False,False,26,Carney Group Medical School,1992,Alexander Ltd Hospital,"Spanish, Chinese, French",,2023-11-05,active,True
166,6979130399,Ann,Ellis,Dr. Ann Ellis,Dermatology,621-551-3422,ann.ellis@bolton.com,37150 Maldonado Springs Apt. 659,Port Marcustown,GA,11126,CA876930,CA,2027-11-12,True,False,27,Rivas-Keller Medical School,2009,"Fuller-Adams Hospital, Smith, Booker and Douglas Hospital, Nguyen-Dennis Hospital","English, Arabic, Hindi",,2024-06-29,active,False
167,8862865478,Jessica,Bernard,Dr. Jessica Bernard,Endocrinology,001-823-304-5018,jessica.bernard@scott-allen.biz,32664 David Overpass,Fitzgeraldport,PA,90280,IL703450,IL,2027-08-24,False,False,11,"Anderson, Wade and Collier Medical School",2006,"Gonzalez, Griffin and Hughes Hospital","Hindi, English, Spanish",Specialty verification needed,2025-04-14,active,False
168,3937318955,Joseph,Burke,Dr. Joseph Burke,Psychiatry,765-992-6610,joseph.burke@walker.info,1794 Scott Common Apt. 172,Port Phillip,FL,56564,NC466848,NC,2028-01-23,False,False,8,Carroll-Arnold Medical School,1984,Palmer PLC Hospital,"Chinese, Hindi",Address verification needed,2023-12-22,active,False
169,2867424678,Christopher,Mcdowell,Dr. Christopher Mcdowell,Orthopedic Surgery,659-377-9452x3219,christopher.mcdowell@ferguson-smith.com,77697 Montgomery Ridges,Hannahfurt,CA,40170,NC617394,FL,2028-05-23,True,True,40,Martinez Inc Medical School,2016,"Rodriguez Inc Hospital, Waller, Trevino and Clark Hospital, Thomas, Allen and Wilkinson Hospital",Chinese,,2024-01-19,active,True
170,9347310554,Michele,Ryan,Dr. Michele Ryan,Radiology,447-927-6012,michele.ryan@ruiz-heath.org,49605 Curtis Vista,Pettyfort,OH,97111,IL668922,OH,2025-01-01,True,False,14,"Larson, Spencer and Roberts Medical School",1986,"Ross-Palmer Hospital, Carr, Gregory and Velasquez Hospital","French, Chinese, Arabic",License may be expired,2025-07-03,active,True
171,7960181483,Tony,Klein,Dr. Tony Klein,Emergency Medicine,906.895.8146x71795,tony.klein@martin.com,97167 Young Point,North Michaelview,TX,62409,GA723690,OH,2028-02-12,True,False,40,Howell LLC Medical School,2003,"Curry, Estrada and Anderson Hospital","English, Chinese",Address verification needed,2024-04-07,active,True
172,5288744338,Michael,Moore,Dr. Michael Moore,Emergency Medicine,701.256.1931x83745,old_lori13@example.com,077 Theresa Tunnel,Port Annahaven,CA,14317,OH701924,TX,2027-12-28,False,False,38,Soto and Sons Medical School,2020,"Moore-Carter Hospital, Gill-Jimenez Hospital, Moore LLC Hospital","Chinese, English",Email may be inactive,2025-01-13,active,False
173,4055461508,Tara,Hammond,Dr. Tara Hammond,Pulmonology,7378548214,tara.hammond@soto-sanchez.net,26667 Acevedo Mills Apt. 081,West Leroyburgh,OH,57395,FL823778,GA,2028-06-06,False,True,2,Long Inc Medical School,2003,"Nielsen, Hernandez and Andrews Hospital, Whitney, Lloyd and Liu Hospital, Barnes-Blackwell Hospital","Arabic, French",,2025-06-05,active,False
174,8929680884,Jaclyn,Russo,Dr. Jaclyn Russo,Anesthesiology,001-955-704-8926x7389,jaclyn.russo@sullivan.com,2884 Christopher Plaza Suite 852,North Pamelaside,NY,78161,FL920055,FL,2027-10-10,True,True,32,Allen-Schroeder Medical School,2015,"Henderson, Wagner and Dennis Hospital, Green-Romero Hospital","French, Chinese, English",,2025-04-11,active,True
175,4372939183,David,Sherman,Dr. David Sherman,Pathology,574-790-7539,david.sherman@mitchell-glover.org,683 Mark Prairie,Port Kimberly,NC,60048,OH657545,IL,2028-01-06,False,True,27,Thomas Group Medical School,2003,Miller-Brown Hospital,Arabic,,2024-08-17,active,False
176,1536002794,Pamela,Alvarez,Dr. Pamela Alvarez,Cardiology,815.986.9886x497,pamela.alvarez@galvan.com,277 Tammy Passage,Lake Jasonfort,IL,04774,PA447989,NC,2028-05-12,False,True,16,"Moore, Hansen and Dorsey Medical School",2009,"Guzman Group Hospital, Martinez PLC Hospital",Spanish,,2024-04-30,active,True
177,8452640998,Keith,Mills,Dr. Keith Mills,Oncology,454-854-4702,keith.mills@zuniga.com,70185 Monica Mall,Berryshire,OH,59794,OH536023,OH,2026-01-09,False,False,7,Harrington-Alvarez Medical School,1990,"Bass, Anderson and Taylor Hospital, Murray, Cole and Cole Hospital",Chinese,,2024-02-12,active,False
178,7030549711,Michelle,Nguyen,Dr. Michelle Nguyen,Internal Medicine,+1-496-263-6580x741,michelle.nguyen@mccoy.com,98909 Karen Parkway,North Dominiqueside,IL,24060,MI203944,IL,2027-08-29,False,False,34,Hill and Sons Medical School,2015,"Gallegos PLC Hospital, Miller-Ferguson Hospital","Arabic, French, English",,2024-05-01,active,False
179,6678361284,Luke,Chapman,Dr. Luke Chapman,Obstetrics & Gynecology,305.462.6085x6411,luke.chapman@thomas-scott.com,6209 White Station,West Petermouth,PA,19173,MI339294,CA,2027-06-12,True,True,14,Orozco-Scott Medical School,2008,"Williams and Sons Hospital, Willis, Vasquez and Goodwin Hospital, Avery-Adams Hospital",Spanish,,2024-06-21,active,True
180,9253070030,Lucas,Tran,Dr. Lucas Tran,Pediatrics,370-563-0489,lucas.tran@pearson.info,832 Fernandez Extension,New Stephanie,NC,73265,OH498107,GA,2026-01-12,False,False,23,Williams-Hess Medical School,1998,"Roberts, Stanton and Smith Hospital, Nelson-King Hospital, James, Bell and Chen Hospital","French, Hindi",,2024-02-27,active,False
181,5203355293,Brenda,Dixon,Dr. Brenda Dixon,Pathology,4286914161,brenda.dixon@clark-wagner.com,474 Eileen Islands Suite 379,Allenberg,MI,85231,TX210418,NC,2028-08-17,True,True,14,Lynch Inc Medical School,1987,Chambers Group Hospital,"French, Arabic, English",,2024-06-19,active,True
182,5863088205,Angela,Horton,Dr. Angela Horton,Oncology,868.411.8071x5695,angela.horton@terrell.com,30453 Lisa Road Suite 337,Benjaminfort,CA,92781,TX416731,CA,2026-06-24,True,False,31,"Obrien, Smith and Joyce Medical School",1985,"Foster, Kane and Carroll Hospital",Hindi,Provider may have relocated,2024-06-13,active,True
183,8102688902,Troy,Arnold,Dr. Troy Arnold,Ophthalmology,+1-699-592-1921x24938,troy.arnold@johnson.org,870 Davidson Run Apt. 566,Davidhaven,IL,61657,OH697154,NY,2026-09-05,False,True,39,Ward-Blake Medical School,2011,"Walker, Ramirez and Fisher Hospital",French,,2023-12-14,active,False
184,8749236438,Shane,Smith,Dr. Shane Smith,Neurology,551.490.3613,shane.smith@collins-garrett.com,00651 Bryan Unions,Brownchester,TX,44225,NC235095,TX,2027-10-22,False,False,35,"Bauer, Harding and Parsons Medical School",2012,"Gonzales, Davis and Griffin Hospital",Arabic,Address verification needed,2024-02-04,active,False
185,9777335616,Cameron,Byrd,Dr. Cameron Byrd,Psychiatry,+1-204-966-1963,cameron.byrd@marshall-patterson.org,0785 Daniel Bridge,New Kristineborough,NC,75633,CA772330,NY,2028-04-23,True,True,25,Walsh LLC Medical School,1996,"Fisher-Hardy Hospital, Lopez-Taylor Hospital","Hindi, Spanish, Arabic",,2024-07-21,active,True
186,1141006440,Bradley,Anderson,Dr. Bradley Anderson,Orthopedic Surgery,001-968-654-9822,bradley.anderson@cooper.org,38806 Gonzalez Flats,Port Casey,MI,25320,PA150350,MI,2027-06-07,False,False,38,"Alvarez, Holt and Mcdonald Medical School",1981,"Rivera, Lane and Mccarty Hospital",French,,2023-12-08,active,True
187,6552190054,Christina,Barnes,Dr. Christina Barnes,Neurology,(917)507-3033,christina.barnes@castillo.biz,2050 Michael Point,East Kellyborough,IL,83251,TX109864,CA,2028-05-03,True,True,38,"Durham, Ward and Hester Medical School",1997,"Gonzalez and Sons Hospital, Mcclure Ltd Hospital, Morgan PLC Hospital","Arabic, French",,2025-06-20,active,True
188,2863537193,John,Gonzalez,Dr. John Gonzalez,Ophthalmology,(641)902-6153,john.gonzalez@wood.com,112 Laura Fields Suite 559,Rowlandbury,MI,06555,GA537949,NC,2027-09-01,False,True,28,"Matthews, Dickerson and Phillips Medical School",2012,"Murphy Inc Hospital, Flynn, Salas and York Hospital, Blackwell, Clark and Miller Hospital",French,,2025-06-17,active,True
189,3549089841,Thomas,Alvarado,Dr. Thomas Alvarado,Cardiology,428-768-5787,thomas.alvarado@brooks.info,90789 Simmons Mountain Suite 657,Joshuatown,GA,75391,NY899827,FL,2028-07-25,True,True,36,Walls LLC Medical School,2019,"Pierce-Taylor Hospital, Phillips PLC Hospital","Arabic, Spanish",Address verification needed,2024-09-30,active,True
190,2597620155,Hayden,Hall,Dr. Hayden Hall,Oncology,+1-315-714-8881x4311,hayden.hall@payne.com,751 Singleton Meadow Suite 377,West Donberg,NY,53684,FL805737,MI,2026-07-07,True,True,4,"Todd, Smith and Valdez Medical School",1992,"Grimes and Sons Hospital, Cummings and Sons Hospital, Hall-Matthews Hospital","English, Hindi, French",Address verification needed,2024-04-30,active,False
191,9909929050,Kevin,Rojas,Dr. Kevin Rojas,Neurology,255.436.6684x5909,kevin.rojas@rowland.org,3618 Lopez Coves Suite 974,East Damonside,PA,23784,NY291459,NY,2028-02-07,True,True,15,Serrano PLC Medical School,1986,Johnson-Gonzalez Hospital,"Chinese, Hindi",,2025-05-07,active,True
192,2374647862,Rhonda,Cruz,Dr. Rhonda Cruz,Neurology,234.481.7058,rhonda.cruz@heath-jenkins.com,7901 Lucas Motorway Suite 469,South John,MI,21312,PA289862,GA,2026-11-22,False,True,34,"Andrews, Collins and Harris Medical School",2004,"Cohen, Hill and Smith Hospital, Griffin Group Hospital, Aguirre, Fox and Kent Hospital","Hindi, Arabic",Address verification needed,2024-06-29,active,False
193,6137387908,Rachel,Quinn,Dr. Rachel Quinn,Orthopedic Surgery,362.591.6032x484,old_mckenzie20@example.net,18567 Johnny Parkways Apt. 701,Jamesfurt,PA,25981,CA900155,TX,2027-08-06,False,True,20,Johnson-King Medical School,1988,"Stark, Murphy and Goodman Hospital, Murray-Miller Hospital, Allen, Dodson and Taylor Hospital","French, Chinese, Spanish",Email may be inactive,2025-03-22,active,True
194,2390555288,Craig,Phillips,Dr. Craig Phillips,Cardiology,+1-462-510-4275,old_susandavis@example.net,4709 Brandon Lane,East Nicholas,FL,31766,MI409656,MI,2028-04-28,True,True,32,Davis Group Medical School,2018,"Hays LLC Hospital, Frazier Inc Hospital","Spanish, Arabic, Chinese",Email may be inactive,2024-03-13,active,True
195,8840521259,Gary,Jackson,Dr. Gary Jackson,Pulmonology,001-825-525-7150x997,gary.jackson@morris-smith.com,3731 Santos Land,North Nicolechester,NC,40023,FL337021,GA,2025-11-18,False,False,5,"Porter, Mooney and Marquez Medical School",2000,"Jackson, Haley and Greene Hospital, Horton, Gregory and Compton Hospital","Chinese, English, French",Phone may be outdated,2024-09-29,active,True
196,7879554105,Wesley,Bush,Dr. Wesley Bush,Pulmonology,339.968.5270,wesley.bush@brooks.com,3039 Stevenson Isle,West Lonnie,NC,05692,PA656260,CA,2027-10-28,True,False,32,"Conner, Perry and Hess Medical School",2016,"Perez Ltd Hospital, Cooper-Harris Hospital, Knox Ltd Hospital","Chinese, French",Phone may be outdated,2024-09-17,active,False
197,8126076649,Chad,Lee,Dr. Chad Lee,Orthopedic Surgery,+1-923-621-2983x3816,chad.lee@griffith.biz,344 Faulkner Flats,Michellefort,MI,10988,GA837232,GA,2027-07-28,False,True,24,Sanders-Jackson Medical School,2017,"Henderson-Lynch Hospital, Wolf-Weiss Hospital, Smith-James Hospital","Hindi, Spanish, Chinese",,2023-11-17,active,False
198,6736817369,Melissa,Blake,Dr. Melissa Blake,Endocrinology,998-328-2467x4746,melissa.blake@taylor-harrison.com,08576 Bentley Summit,Patrickport,PA,84524,IL144997,NY,2025-03-22,True,True,39,"Jones, Dyer and Riddle Medical School",1996,"Cruz PLC Hospital, Lee Group Hospital, Wise-Walton Hospital",Arabic,License may be expired,2024-06-13,active,True
199,2501466943,Michael,Fletcher,Dr. Michael Fletcher,Endocrinology,+1-950-466-3370x5024,old_sarahsanders@example.com,16691 Nancy Expressway,Kingport,IL,66121,PA419471,OH,2026-12-25,True,False,11,"Barrett, Reyes and Parker Medical School",2015,"Goodwin-Glass Hospital, Rodriguez PLC Hospital, Olsen-Adams Hospital","English, French",Email may be inactive,2024-01-27,active,True
200,8162502848,Adam,Jackson,Dr. Adam Jackson,Endocrinology,401.516.8646x2252,old_ortegakristina@example.org,30234 Alexander Road,Port Danaland,PA,38921,PA839772,OH,2026-02-08,True,True,15,Gray LLC Medical School,2008,"Peterson PLC Hospital, Woods Ltd Hospital, Smith LLC Hospital","Spanish, Arabic",Email may be inactive,2024-06-20,active,True
