provider_id,npi,first_name,last_name,full_name,specialty,phone,email,address,city,state,zip_code,license_number,license_state,license_expiry,board_certified,accepting_new_patients,years_in_practice,medical_school,graduation_year,hospital_affiliations,languages,data_quality_issue,last_updated,record_status,has_pdf_documents
157,4454866308,Terry,Johnson,Dr. Terry Johnson,Cardiology,469-665-9171x35785,terry.johnson@montes-harris.com,4049 Ballard Road,Lake Meganville,NC,78077,CA400424,IL,2026-10-01,False,False,38,Nelson-Knight Medical School,2014,"Alvarez, Clark and Flynn Hospital, Colon, Wagner and Evans Hospital","Arabic, Chinese",,2025-03-10,active,False
158,8103718310,Elizabeth,Edwards,Dr. Elizabeth Edwards,Ophthalmology,(964)698-7820x82973,elizabeth.edwards@patel.biz,357 John Summit,Meganchester,MI,42267,NC426550,FL,2028-01-14,False,False,4,Walters Group Medical School,1987,"Colon-Lucas Hospital, Mcdaniel-Young Hospital, Wilson and Sons Hospital","Arabic, Hindi",Provider may have relocated,2025-02-24,active,False
159,5439120296,Anthony,Robles,Dr. Anthony Robles,Internal Medicine,677-486-6032x4204,old_marisa63@example.com,59416 Powers Course,Hahnberg,IL,31439,CA434250,PA,2028-01-11,False,False,24,Duncan PLC Medical School,2010,"Boyd PLC Hospital, King, Wilkerson and Young Hospital, Mejia LLC Hospital","Hindi, Chinese",Email may be inactive,2025-03-15,active,False
160,7580131719,Jeffery,Rodriguez,Dr. Jeffery Rodriguez,Emergency Medicine,747.364.9078,jeffery.rodriguez@gardner-wells.com,57540 Mckenzie Shore Apt. 348,Parkerstad,PA,90317,TX378402,FL,2025-12-06,True,True,29,Nichols and Sons Medical School,2003,"Price-Browning Hospital, Pennington-Hardin Hospital","Chinese, Arabic, English",,2024-09-30,active,True
161,7234437222,Kevin,Mayer,Dr. Kevin Mayer,Pathology,001-734-832-7560x41776,old_melaniejennings@example.com,6985 Neal Track,Lake Darlenemouth,GA,84531,NC617913,IL,2026-01-14,True,True,9,Smith and Sons Medical School,2009,"Torres, Johnston and Rodriguez Hospital, Black Ltd Hospital","English, Arabic, Spanish",Email may be inactive,2025-04-03,active,False
162,2954814572,Shannon,Russo,Dr. Shannon Russo,Rheumatology,(742)495-4316,shannon.russo@walter-duffy.org,08931 Gonzalez Squares,North Richard,MI,56718,PA198110,OH,2026-10-30,False,True,14,"Green, Davis and Richardson Medical School",1992,"Wilson, Higgins and Graham Hospital, Wilcox-Snyder Hospital",English,,2025-06-11,active,False
163,2772806230,Jeffrey,Harris,Dr. Jeffrey Harris,Family Medicine,447-862-6393x436,jeffrey.harris@johnson.com,59710 Anderson Islands Suite 366,Charlesside,GA,08201,TX635134,PA,2026-09-28,False,True,8,Cook and Sons Medical School,2019,Odonnell-Barajas Hospital,Spanish,,2024-01-06,active,False
164,8850996530,Sheila,Coffey,Dr. Sheila Coffey,Radiology,+1-200-448-9646x528,sheila.coffey@jackson-vasquez.com,15862 Wilson Cape Apt. 745,Campbellview,IL,80839,MI686875,NY,2027-06-07,False,False,28,Black-Graham Medical School,2001,Stewart Group Hospital,"French, English",,2025-07-22,active,False
165,2616776095,Kathryn,Hernandez,Dr. Kathryn Hernandez,Anesthesiology,+1-370-932-0320x74276,kathryn.hernandez@alexander.net,7121 Davis Ways Suite 228,Annashire,IL,28340,FL140932,NY,2028-04-15,False,True,5,"Bolton, Smith and Wang Medical School",1996,"Butler Inc Hospital, Tate Ltd Hospital, Clay Inc Hospital","Spanish, Arabic, Hindi",,2024-01-05,active,False
166,5353937764,Justin,Zavala,Dr. Justin Zavala,Endocrinology,965-991-5201,justin.zavala@fuller-adams.com,97592 Michelle Unions Suite 501,Davisview,NC,23833,MI876200,CA,2027-05-31,False,False,10,Hanna Group Medical School,1986,Smith and Sons Hospital,"Arabic, English",,2024-09-25,active,True
167,5194234873,Frank,Chan,Dr. Frank Chan,Neurology,521-947-6492x5158,frank.chan@mcclure-alvarez.org,65926 Davis Passage Suite 732,Rosehaven,TX,11507,OH734362,GA,2027-05-09,True,True,29,Mcdonald-Miller Medical School,2009,"Evans-Joyce Hospital, Leach, Skinner and Mills Hospital, Carroll-Arnold Hospital",English,Provider may have relocated,2023-11-10,active,False
168,6944413773,Samantha,Palmer,Dr. Samantha Palmer,Psychiatry,966.417.9454x91801,samantha.palmer@cameron.com,459 Todd Mission Suite 523,North Julie,IL,79675,GA601910,PA,2028-04-13,True,False,17,Savage-Rodriguez Medical School,1981,"Smith, Foster and Smith Hospital","Hindi, French, Spanish",,2024-11-26,active,True
169,7290541747,Diana,Stevens,Dr. Diana Stevens,Internal Medicine,001-660-250-1667,diana.stevens@horton.com,2368 Christopher Trail,Hernandezchester,IL,03360,GA994946,PA,2028-09-02,True,False,6,Martin and Sons Medical School,1991,"Park, Maynard and Ruiz Hospital, Richards-Harris Hospital","Arabic, Spanish",Phone may be outdated,2025-08-27,active,True
170,9677350921,Tony,Tucker,Dr. Tony Tucker,Orthopedic Surgery,001-797-330-8069,tony.tucker@orozco-butler.info,9576 Evan Stream,South Maurice,FL,30923,NY251110,CA,2026-01-07,True,True,1,"Robinson, Stout and Morgan Medical School",2003,"Castaneda, Espinoza and Mcdonald Hospital, Sharp-Myers Hospital, Whitaker-Nunez Hospital","English, Arabic, Hindi",,2024-03-29,active,False
171,5629364620,Jessica,Flynn,Dr. Jessica Flynn,Pathology,(493)941-7223,jessica.flynn@leon.com,077 Theresa Tunnel,Port Annahaven,IL,15439,GA423317,MI,2025-11-22,True,True,11,"Perez, Hoffman and Tucker Medical School",2007,"Glover-Hammond Hospital, Adams, Hernandez and Vaughn Hospital","Spanish, English",Address verification needed,2025-06-22,active,True
172,6112026148,Daniel,Soto,Dr. Daniel Soto,Obstetrics & Gynecology,752.747.8712,daniel.soto@martinez.info,37548 Christopher Landing Suite 532,Cobbberg,PA,56707,OH245133,GA,2025-07-01,True,False,22,Hardin-Villanueva Medical School,1994,"Norton, Cox and Johnson Hospital","Hindi, English",License may be expired,2024-05-07,active,True
173,6857133017,Dustin,Smith,Dr. Dustin Smith,Pathology,611.855.6260x60290,dustin.smith@blackwell-haynes.com,0489 Isabella Mission Apt. 899,Terryfurt,IL,26360,IL902057,FL,2026-03-19,False,False,14,Miller-Medina Medical School,1980,"Hardy-Singh Hospital, Meyer PLC Hospital, Lewis-Hunt Hospital","Chinese, Arabic",,2025-10-10,active,False
174,6460332091,Larry,Peterson,Dr. Larry Peterson,Emergency Medicine,+1-720-608-9434x6810,larry.peterson@romero.com,9075 Linda Prairie Apt. 544,Lake Nicholas,IL,97168,IL198834,TX,2027-02-06,True,False,17,Garcia PLC Medical School,1988,"Lee, Osborne and Gibson Hospital, Dawson Group Hospital","English, Arabic, Chinese",Provider may have relocated,2024-12-04,active,False
175,9928949193,Christopher,Brown,Dr. Christopher Brown,Radiology,(873)671-5869,christopher.brown@porter.info,28277 Tammy Passage Apt. 377,Lake Ericside,OH,48910,MI481307,GA,2025-11-25,False,True,8,Guzman Group Medical School,2016,Martinez PLC Hospital,"French, English",,2024-03-19,active,False
176,4552658383,Keith,Mills,Dr. Keith Mills,Pulmonology,454-854-4702,keith.mills@zuniga.com,70185 Monica Mall,Berryshire,CA,59794,OH282814,IL,2027-06-01,True,False,31,Harrington-Alvarez Medical School,1981,"Bass, Anderson and Taylor Hospital, Murray, Cole and Cole Hospital, Nguyen, Marsh and Beck Hospital","Arabic, English",,2025-09-09,active,False
177,1002772810,Robert,Hall,Dr. Robert Hall,Oncology,(358)507-4120x9481,robert.hall@weaver.net,8018 Suzanne Harbor,East Maria,CA,76464,FL547708,CA,2027-01-09,False,False,10,Miller-Ferguson Medical School,2004,Morales-Williams Hospital,"Arabic, Spanish",,2024-08-30,active,True
178,8545973028,Michelle,Johnson,Dr. Michelle Johnson,Emergency Medicine,(426)408-5641x11824,michelle.johnson@tate-moore.biz,95200 Price Island,South Patricia,PA,34308,IL903193,NC,2026-01-03,True,False,31,David-Lam Medical School,1983,"Harris PLC Hospital, Young, Romero and Gordon Hospital","Spanish, Arabic, French",,2025-03-15,active,False
179,9588500416,Stacy,Adams,Dr. Stacy Adams,Internal Medicine,578-461-7063x04891,stacy.adams@carroll-griffin.net,58238 Ali Point,Williamsmouth,MI,81861,MI910443,GA,2026-12-11,True,False,40,Delgado-Jackson Medical School,2012,Mahoney Group Hospital,"Chinese, French, Arabic",,2025-08-04,active,False
180,3470705099,Joshua,King,Dr. Joshua King,Dermatology,+1-865-339-8402x89141,joshua.king@hardy.biz,855 Petty Station,Nelsonmouth,GA,45279,NC928535,CA,2027-06-25,True,True,37,Stevens PLC Medical School,1998,"Smith-Holt Hospital, Nielsen, Lynch and Smith Hospital, Chambers Group Hospital","English, Hindi",Provider may have relocated,2025-07-31,active,True
181,2926987086,Angela,Horton,Dr. Angela Horton,Radiology,868.411.8071x5695,angela.horton@terrell.com,30453 Lisa Road Suite 337,Benjaminfort,TX,92781,PA798852,PA,2028-03-28,True,True,40,"Obrien, Smith and Joyce Medical School",1980,"Foster, Kane and Carroll Hospital, Jackson-Lee Hospital","Chinese, French, Spanish",Specialty verification needed,2025-06-06,active,False
182,2475005925,Joanne,Chambers,Dr. Joanne Chambers,Orthopedic Surgery,+1-692-519-2124x938,joanne.chambers@johnson.org,870 Davidson Run Apt. 566,Davidhaven,IL,61657,TX624961,TX,2026-09-10,False,False,32,Ward-Blake Medical School,2002,"Walker, Ramirez and Fisher Hospital, Stewart-Myers Hospital, Miller-Armstrong Hospital","Chinese, English, Arabic",,2025-07-19,active,True
183,9253596250,Anthony,Mclaughlin,Dr. Anthony Mclaughlin,Orthopedic Surgery,001-861-233-2541x107,anthony.mclaughlin@robles.com,3505 Sherry Trail,Duranmouth,FL,76383,NY510675,GA,2027-05-07,False,True,13,Miller Inc Medical School,2019,"Bennett Ltd Hospital, Patton Inc Hospital",English,Specialty verification needed,2025-06-22,active,True
184,9541464138,Samantha,Ramos,Dr. Samantha Ramos,Cardiology,896-511-0804x6619,samantha.ramos@cobb.info,915 Shawn Isle Apt. 110,New Kristineborough,GA,75633,MI706210,NY,2025-02-04,True,True,7,Walsh LLC Medical School,2009,"Fisher-Hardy Hospital, Lopez-Taylor Hospital","Hindi, English, Arabic",License may be expired,2024-07-11,active,False
185,6482052364,Bradley,Anderson,Dr. Bradley Anderson,Endocrinology,001-968-654-9822,old_crawfordsamantha@example.net,38806 Gonzalez Flats,Port Casey,GA,25320,OH725822,TX,2028-05-14,False,False,17,"Alvarez, Holt and Mcdonald Medical School",1994,"Rivera, Lane and Mccarty Hospital, Evans, Murphy and Garcia Hospital",Hindi,Email may be inactive,2025-06-04,active,False
186,6510902777,Jeffrey,Hall,Dr. Jeffrey Hall,Rheumatology,+1-333-775-6362x050,jeffrey.hall@spencer.com,95003 Justin Forges Suite 258,East James,GA,23579,NY592212,TX,2028-02-14,True,False,29,Lozano-Smith Medical School,2005,"Taylor, Pena and Dyer Hospital, Boyle-Torres Hospital","Arabic, Spanish, French",,2024-01-31,active,False
187,2907628245,John,Pacheco,Dr. John Pacheco,Orthopedic Surgery,+1-728-896-1122x33865,john.pacheco@sanchez.com,53042 Clark Common Suite 912,Potterhaven,IL,49556,GA276518,TX,2026-06-02,False,True,22,Stone-White Medical School,1988,"Brooks, Neal and Baldwin Hospital",Hindi,Provider may have relocated,2024-10-13,active,True
188,5223508133,Troy,Adams,Dr. Troy Adams,Internal Medicine,(490)733-3736x3466,troy.adams@pierce-taylor.com,8539 Steven Road Suite 677,Ortizfort,PA,42053,FL268794,OH,2025-03-20,False,True,40,Reyes-White Medical School,1981,"Baker Inc Hospital, Valenzuela-Phillips Hospital, Hunt, Schneider and Hartman Hospital","Hindi, French",License may be expired,2024-09-09,active,True
189,8615951739,Sara,Garcia,Dr. Sara Garcia,Neurology,650-683-5354,sara.garcia@thornton.net,44566 Thomas Passage Apt. 633,South Jesus,NY,77440,CA628607,OH,2026-03-21,False,True,17,"Todd, Sharp and Murray Medical School",2002,"Edwards and Sons Hospital, Carrillo-Wolfe Hospital, Gonzales PLC Hospital",French,,2024-03-18,active,True
190,8133119983,Anthony,Taylor,Dr. Anthony Taylor,Neurology,(840)675-5366,anthony.taylor@matthews-bradley.com,82097 Jacob Cliff,Campbellbury,NC,25186,CA600016,IL,2026-01-01,True,True,37,Rodriguez-Hudson Medical School,1990,Fowler-Torres Hospital,English,Address verification needed,2023-12-27,active,False
191,9788019067,Kelly,Warren,Dr. Kelly Warren,Pulmonology,805.980.2566x212,kelly.warren@jones.com,6729 Matthews Parkway,Hilltown,GA,19203,PA420799,MI,2028-10-09,False,True,40,Brown-Ross Medical School,1995,"Fox PLC Hospital, Stevens-Johnston Hospital, Davis, Lucas and Ellison Hospital","English, Arabic, French",,2025-01-08,active,False
192,8791120989,Michael,Kirby,Dr. Michael Kirby,Gastroenterology,369-826-3296x7629,michael.kirby@bautista.com,137 Riddle Plaza Apt. 511,Robertburgh,OH,33631,MI161988,NY,2027-06-06,False,True,39,Hunter Group Medical School,2019,"Jones Ltd Hospital, Brady, James and Reese Hospital, Sanders Inc Hospital","French, Chinese, Hindi",,2024-08-27,active,False
193,7625063878,John,Fletcher,Dr. John Fletcher,Obstetrics & Gynecology,(957)477-1183,john.fletcher@hoover-skinner.com,124 Amanda Lock,North Emily,TX,01970,PA781169,NC,2028-05-09,True,True,37,"Nelson, Alexander and Thompson Medical School",2008,"Johnson, Leonard and Robinson Hospital, Williams, Walters and Mills Hospital","Hindi, Spanish, Arabic",,2025-03-03,active,False
194,6680671016,Elaine,Keller,Dr. Elaine Keller,Gastroenterology,(306)650-6373,elaine.keller@kerr-gonzalez.com,05313 Laura Village Apt. 206,Port Markside,NY,82655,OH720787,OH,2028-07-26,False,False,33,Weber PLC Medical School,1989,"Mcmillan-Martinez Hospital, Rodriguez LLC Hospital","English, French",Phone may be outdated,2025-02-11,active,True
195,6648200502,Debra,Wood,Dr. Debra Wood,Internal Medicine,436-649-7189,debra.wood@greene.biz,2571 Smith Prairie,Reyesbury,TX,66485,IL230897,GA,2027-01-06,False,True,25,"Bush, Smith and Smith Medical School",2001,Parker Ltd Hospital,"Spanish, French",,2024-09-19,active,False
196,5131948287,Roy,Sanchez,Dr. Roy Sanchez,Psychiatry,502-257-4326,roy.sanchez@mclean.info,45086 Christensen Forks Suite 533,Lake Vanessabury,IL,80201,CA851449,NC,2028-07-26,True,False,27,Boyd-White Medical School,1983,"Smith, Kane and Jones Hospital",Spanish,,2024-09-16,active,True
197,6055266629,James,Walters,Dr. James Walters,Radiology,(332)812-9833,james.walters@mcdonald.biz,344 Faulkner Flats,Michellefort,FL,10988,NY307214,CA,2026-01-27,True,False,14,Sanders-Jackson Medical School,2001,Henderson-Lynch Hospital,English,,2023-11-12,active,True
198,2302386143,Ryan,Moore,Dr. Ryan Moore,Anesthesiology,906.661.4982x8246,ryan.moore@campbell-hart.info,587 Horton Run Suite 633,Johnsonstad,MI,52228,IL839004,GA,2026-10-07,False,True,15,"Brooks, Burns and Davidson Medical School",2001,"Jones, Dyer and Riddle Hospital, Cruz PLC Hospital, Lee Group Hospital","French, Hindi, Chinese",Address verification needed,2024-04-12,active,False
199,1671469399,Crystal,Rhodes,Dr. Crystal Rhodes,Neurology,001-324-397-2439x920,crystal.rhodes@dawson.com,2644 Willis Street,Goodwinland,TX,14823,CA874049,IL,2027-05-17,False,True,9,"Armstrong, Salinas and Olsen Medical School",2006,"Goodman-Conrad Hospital, Hale-Smith Hospital, Velasquez Inc Hospital","Spanish, Hindi",,2024-02-28,active,True
200,3099149211,Collin,Ayala,Dr. Collin Ayala,Gastroenterology,(386)946-2252x23728,collin.ayala@olsen.com,9847 Sherman Rapids,Rogersmouth,FL,45347,NC996335,NC,2028-05-11,True,False,16,Richards Group Medical School,2004,"Chambers-Garcia Hospital, Adams Inc Hospital, Aguilar, Huerta and Davis Hospital","Chinese, Hindi",Address verification needed,2024-11-21,active,False
